userID,productID,rating
475,827,35,2
476,686,34,2
477,531,23,1
478,703,33,3
479,835,48,3
480,148,23,3
481,904,42,3
482,832,16,2
483,72,31,2
484,387,1,2
485,783,12,2
486,876,36,3
487,20,3,2
488,735,15,3
489,221,22,2
490,105,47,2
491,407,27,1
492,41,12,3
493,682,42,2
494,84,20,3
495,471,13,2
496,184,5,3
497,215,46,2
498,975,33,2
499,218,7,3
500,121,15,2
501,87,7,2
502,394,28,2
503,355,14,3
504,858,19,2
505,908,7,3
506,519,36,2
507,921,39,2
508,931,15,2
509,962,9,3
510,886,22,3
511,14,2,2
512,380,28,2
513,51,41,1
514,801,32,3
515,718,31,2
516,917,45,2
517,806,47,2
518,841,30,1
519,43,45,2
520,1,10,2
521,590,2,2
523,212,7,1
524,945,33,1
525,931,8,2
526,405,8,1
527,39,41,1
528,185,45,3
529,888,5,3
530,198,15,1
531,586,37,2
532,578,39,2
533,412,39,3
534,408,27,2
535,669,33,1
536,72,16,2
537,597,40,1
538,432,15,3
539,40,45,3
540,225,49,3
541,494,11,2
542,976,37,3
543,469,40,1
544,987,37,1
545,424,45,2
546,798,11,1
547,705,44,3
548,688,4,2
549,165,18,1
550,527,42,3
551,860,17,1
552,508,12,3
553,177,28,3
554,333,37,2
555,43,3,1
556,525,46,3
557,187,44,2
558,353,33,2
559,538,25,3
560,566,26,3
561,772,23,3
562,795,6,2
563,303,12,2
564,167,27,2
565,911,46,1
566,31,15,2
567,935,37,1
568,183,30,1
569,820,39,2
570,24,44,3
571,464,21,2
572,330,42,3
573,978,38,2
574,823,5,3
575,849,3,2
576,17,2,1
577,479,22,3
578,405,45,1
579,190,27,1
580,191,44,3
581,82,26,3
582,644,3,1
583,255,33,2
584,625,33,3
585,173,17,2
586,220,11,1
587,159,15,2
588,922,34,3
589,783,14,2
590,84,39,3
591,447,5,3
592,135,28,2
593,42,33,2
594,376,24,1
595,719,43,3
596,819,40,2
597,298,2,2
598,7,22,3
599,771,33,1
600,271,31,3
601,447,49,1
602,96,14,3
603,754,46,2
604,744,24,2
605,131,27,3
606,295,4,1
607,184,32,3
608,503,11,1
609,565,9,3
610,479,28,1
611,672,9,2
612,191,14,2
613,840,17,1
614,101,0,3
615,992,41,1
616,955,24,2
617,82,16,2
618,251,12,1
619,299,31,3
620,768,3,1
621,384,3,1
622,447,29,3
623,651,35,1
624,169,7,2
625,57,7,3
626,628,10,2
627,337,29,3
628,363,38,3
629,297,20,3
630,160,33,3
631,306,46,3
632,481,23,3
633,74,49,1
634,898,18,2
635,751,20,3
636,842,27,3
637,716,17,2
638,497,27,1
639,238,9,2
640,381,30,1
641,250,4,3
642,479,44,2
643,323,10,1
644,688,18,2
645,404,48,1
646,536,46,3
647,397,31,3
648,44,8,3
649,676,35,2
650,783,34,2
651,78,45,1
652,397,4,3
653,626,40,2
654,274,40,1
655,646,6,2
656,416,27,3
657,513,42,1
658,355,15,1
659,854,6,1
660,150,36,1
661,65,22,3
662,576,9,1
663,189,43,2
664,460,11,1
665,948,18,2
666,245,29,2
667,85,20,2
668,894,27,1
669,835,18,2
670,637,11,3
671,544,13,1
672,328,24,3
673,341,6,2
674,478,31,2
675,286,5,3
676,753,0,1
677,276,25,2
678,426,28,3
679,331,32,3
680,815,0,2
681,263,40,3
682,113,46,2
683,3,4,2
684,628,7,2
685,682,0,1
686,806,29,3
687,288,34,1
688,505,45,1
689,231,27,3
690,937,36,1
691,784,33,1
692,665,24,3
693,623,49,3
694,924,27,1
695,558,29,1
696,764,37,2
697,64,14,3
698,440,6,1
699,256,22,2
700,461,27,2
701,837,12,2
702,805,38,2
703,34,14,3
704,984,34,1
705,481,41,2
706,302,33,2
707,281,6,1
708,699,31,3
709,878,23,1
710,155,22,1
711,771,32,3
712,73,42,1
713,421,40,1
714,194,2,2
715,843,44,3
716,570,32,1
717,379,45,3
718,962,49,3
719,828,4,2
720,207,10,1
721,200,9,2
722,305,38,1
723,948,38,3
724,154,3,3
725,89,0,2
726,536,12,1
727,220,27,3
728,869,25,3
729,195,10,3
730,504,26,1
731,903,18,1
732,925,33,3
733,533,17,3
734,733,6,3
735,301,41,1
736,429,11,1
737,723,12,2
738,569,6,2
739,551,15,1
740,402,11,2
741,649,14,1
742,598,3,1
743,950,21,2
744,19,20,1
745,1,24,2
746,175,24,3
747,167,1,3
748,623,26,2
749,297,7,1
750,298,22,3
751,734,47,3
752,501,40,2
753,84,14,1
754,699,5,3
755,168,3,3
756,118,1,1
757,80,28,3
758,474,39,3
759,600,38,1
760,233,44,1
761,472,13,2
762,455,18,2
763,997,18,1
764,295,39,1
765,868,26,1
766,336,30,1
767,750,11,2
768,125,10,1
769,527,3,2
770,965,49,3
771,505,32,2
772,48,43,2
773,661,32,3
774,996,18,1
775,730,37,3
776,936,17,3
777,69,15,3
778,520,19,2
779,408,5,3
780,975,23,1
781,975,38,2
782,897,34,2
783,43,31,1
784,290,33,2
785,626,15,1
786,931,38,3
787,278,42,2
788,215,28,3
789,803,8,2
790,749,34,2
791,796,30,3
792,73,38,2
793,643,40,3
794,186,38,3
795,873,25,3
796,464,41,1
797,627,13,3
798,3,34,3
799,607,33,1
800,784,2,3
801,545,11,2
802,448,3,1
803,512,1,2
804,968,42,1
805,123,3,3
806,493,15,1
807,868,30,1
808,300,42,2
809,83,49,1
811,559,17,3
812,274,23,1
813,497,3,3
814,213,43,2
815,980,40,3
816,473,32,2
817,411,2,2
818,841,34,2
819,921,46,1
820,650,45,1
821,930,34,3
822,839,28,3
823,459,5,2
824,666,17,2
825,316,29,2
826,634,39,3
827,688,3,2
828,916,30,3
829,287,45,2
830,703,3,2
831,871,41,1
832,149,45,1
833,401,40,2
834,813,18,1
835,740,47,1
836,563,36,1
837,172,7,2
838,68,49,2
839,62,26,2
840,811,8,3
841,639,20,1
842,666,46,3
843,77,33,1
844,32,12,2
845,767,24,2
846,81,20,1
847,19,17,1
848,822,48,2
849,11,36,2
850,28,17,2
851,210,32,3
852,74,37,1
853,12,44,2
854,986,23,1
855,591,18,2
856,508,36,1
857,828,1,3
858,247,28,3
859,549,35,1
860,845,15,1
861,327,49,1
862,798,40,2
863,452,23,1
864,611,11,2
865,60,49,1
866,824,4,2
867,564,12,3
868,323,45,1
869,168,16,3
870,995,38,3
871,474,7,1
872,254,34,3
873,432,34,1
874,335,33,2
875,458,9,1
876,233,14,3
877,710,34,2
878,864,17,3
879,797,39,3
880,402,24,1
881,267,28,2
882,451,33,2
883,518,42,3
884,314,9,3
885,425,9,1
886,777,20,3
887,691,18,1
888,611,49,1
889,718,43,3
890,183,23,3
891,542,42,1
892,637,3,1
893,364,16,2
894,749,40,2
895,736,8,3
897,352,41,2
898,139,21,2
899,947,16,2
900,752,10,1
901,456,14,2
902,24,7,1
903,555,12,1
904,469,14,3
905,792,12,3
906,304,5,3
907,486,26,3
908,328,0,1
909,26,21,3
910,554,21,1
911,791,6,3
912,784,18,1
913,782,8,2
914,165,2,1
915,570,15,1
916,561,5,1
917,688,43,1
918,831,20,2
919,497,37,3
920,710,14,3
922,506,30,1
923,776,21,1
924,340,13,3
925,962,34,3
926,81,48,2
927,851,19,2
928,370,7,3
929,413,35,2
930,465,6,3
931,370,48,1
932,948,24,2
933,715,42,1
934,777,28,1
935,958,49,2
936,128,16,2
937,913,0,3
938,797,37,3
939,766,27,2
940,128,44,3
941,593,45,1
942,609,18,2
943,505,3,3
944,554,23,1
945,553,21,2
946,503,16,3
947,841,39,2
948,456,29,3
949,14,46,2
950,899,37,2
951,590,25,3
952,597,38,3
953,442,35,1
954,188,12,3
955,214,3,3
956,472,38,1
957,823,1,1
958,190,22,1
959,694,15,1
960,267,24,1
961,718,26,1
962,601,9,1
963,702,40,2
964,60,21,2
965,745,11,2
966,811,43,3
967,114,18,2
968,196,2,1
969,134,24,3
970,789,10,3
971,551,24,2
972,187,4,1
973,128,2,2
974,117,41,2
975,359,32,1
976,277,26,2
977,44,43,2
978,744,17,3
979,342,33,2
980,788,49,3
981,201,13,3
982,618,8,1
983,794,41,1
984,658,28,3
985,697,5,2
986,270,42,3
987,804,46,2
988,986,16,1
989,197,23,3
990,183,11,3
991,19,3,3
992,194,8,2
993,451,13,1
994,486,13,3
995,877,42,3
996,430,2,1
997,21,22,1
998,439,4,1
999,122,13,2
1000,304,6,1
1001,392,5,1
1003,398,32,3
1004,785,45,3
1005,401,23,2
1006,89,18,3
1007,840,1,2
1008,533,15,3
1009,540,26,1
1010,222,18,1
1011,365,45,3
1012,92,46,1
1013,710,38,1
1014,104,22,1
1015,187,0,1
1016,532,11,1
1017,427,37,1
1018,432,25,1
1019,903,21,1
1020,361,43,3
1021,803,44,1
1022,883,18,3
1023,514,6,1
1024,703,27,3
1025,149,23,1
1026,813,26,1
1027,687,20,2
1028,972,41,1
1029,578,22,2
1030,501,33,1
1031,680,49,3
1032,589,22,1
1033,24,35,3
1034,252,42,3
1035,132,5,3
1036,738,48,2
1037,734,1,2
1038,732,45,3
1039,978,46,1
1040,981,25,2
1041,626,39,1
1042,972,19,3
1043,448,33,3
1044,657,41,1
1045,295,13,1
1046,221,19,2
1047,129,28,3
1048,249,3,3
1049,692,0,1
1050,892,3,1
1051,692,17,2
1052,535,45,1
1053,990,42,2
1054,530,49,2
1055,581,26,1
1056,558,46,3
1057,243,0,3
1058,985,45,1
1059,63,42,3
1060,518,2,2
1061,0,37,1
1062,449,10,3
1063,645,38,3
1064,297,40,2
1065,35,17,2
1066,747,43,1
1067,650,27,1
1068,163,23,1
1069,679,0,2
1070,423,6,3
1071,321,40,3
1072,813,36,2
1073,267,20,2
1074,684,15,3
1075,335,16,3
1076,743,30,1
1077,360,29,2
1079,308,17,3
1080,548,10,3
1081,602,5,3
1082,86,45,3
1083,278,34,2
1084,287,31,3
1085,683,38,1
1086,70,21,3
1087,793,35,1
1088,370,17,2
1089,819,29,2
1090,835,38,1
1091,163,15,1
1092,921,32,1
1093,895,44,2
1094,56,27,1
1095,356,4,2
1096,590,19,1
1097,74,48,3
1098,15,8,3
1099,787,40,2
1100,161,9,3
1101,452,37,3
1102,443,1,3
1103,730,42,3
1104,258,31,1
1105,793,42,3
1106,577,30,2
1107,944,14,3
1108,680,29,2
1109,763,35,1
1110,300,26,2
1111,847,17,3
1112,658,29,3
1113,768,49,2
1114,870,6,3
1115,969,7,1
1116,752,47,3
1117,753,4,1
1118,7,5,2
1119,640,38,2
1120,429,37,3
1121,927,12,3
1122,5,36,2
1123,699,16,2
1124,668,31,3
1125,323,12,1
1126,107,7,2
1127,973,24,3
1128,730,28,2
1129,471,49,3
1130,543,23,1
1131,724,2,1
1132,485,15,3
1133,823,11,3
1134,518,43,1
1135,958,15,1
1136,285,48,2
1137,911,31,3
1138,431,45,3
1139,697,11,3
1140,894,0,3
1141,21,31,3
1142,30,38,2
1143,782,20,1
1144,756,39,1
1145,315,41,2
1146,836,20,2
1147,941,5,1
1148,597,31,1
1149,137,5,3
1150,528,24,2
1151,215,27,3
1152,883,12,3
1153,940,1,1
1154,348,35,3
1155,199,30,3
1156,456,6,1
1157,68,5,3
1158,823,0,3
1159,228,26,1
1160,411,23,3
1161,967,16,2
1162,32,14,1
1163,638,42,3
1164,250,10,3
1165,11,22,2
1166,128,24,3
1167,801,25,3
1168,266,14,2
1169,391,46,2
1170,850,8,1
1171,904,38,1
1172,99,40,1
1173,489,21,1
1174,879,1,2
1175,185,6,1
1176,382,42,2
1177,862,26,3
1179,392,27,3
1180,261,9,3
1181,232,8,2
1182,70,16,3
1183,940,13,3
1184,856,44,1
1185,74,24,3
1186,770,18,2
1187,936,0,1
1188,520,36,3
1189,523,23,2
1190,998,16,3
1191,72,4,2
1192,342,21,2
1193,3,33,1
1194,387,4,3
1195,253,37,2
1196,222,24,1
1197,627,33,2
1198,926,15,1
1199,194,22,3
1200,780,8,2
1201,4,34,3
1202,955,6,3
1203,87,26,3
1204,218,26,2
1205,753,37,2
1206,128,10,3
1207,697,0,3
1208,328,18,1
1209,391,12,1
1210,372,28,2
1211,32,35,3
1212,848,16,1
1213,553,18,1
1214,626,10,3
1215,224,38,2
1216,916,10,1
1218,945,16,2
1219,73,34,2
1220,487,44,3
1221,40,17,1
1223,355,29,2
1224,543,15,1
1225,0,11,1
1226,932,10,3
1227,500,38,3
1228,592,3,1
1229,518,11,3
1230,61,15,3
1231,327,42,1
1232,376,39,3
1233,689,29,2
1234,141,22,1
1235,420,24,1
1236,756,15,1
1237,603,39,2
1239,409,14,1
1240,714,9,3
1241,16,44,2
1242,705,19,3
1243,701,6,3
1244,346,19,2
1246,576,43,2
1247,799,20,2
1248,527,46,3
1250,931,3,2
1251,101,25,1
1252,858,4,1
1253,491,8,1
1254,301,49,3
1255,957,20,3
1256,425,21,1
1257,113,38,2
1258,582,41,3
1259,435,4,3
1260,709,30,1
1261,222,46,2
1262,644,6,1
1263,936,7,3
1265,625,40,3
1266,341,22,3
1267,242,13,2
1268,4,16,1
1270,229,45,3
1271,807,2,3
1272,50,49,2
1273,263,6,1
1274,325,1,2
1275,196,21,3
1276,336,20,3
1277,454,17,2
1278,860,18,3
1279,319,44,1
1280,204,21,1
1281,753,17,3
1282,560,31,1
1283,755,25,3
1284,539,29,3
1285,666,4,3
1286,175,3,2
1287,896,10,1
1288,564,1,1
1289,317,0,1
1290,696,14,3
1291,548,0,3
1292,129,7,1
1293,827,25,3
1294,463,22,3
1295,392,37,3
1296,756,46,3
1297,953,27,1
1298,949,10,1
1299,675,39,2
1300,536,47,1
1301,488,2,1
1302,541,46,3
1303,738,1,1
1304,432,2,3
1305,782,45,2
1306,872,30,2
1307,52,30,3
1308,397,42,3
1309,21,10,2
1310,666,48,2
1311,555,3,3
1312,311,37,1
1313,468,16,2
1314,71,19,3
1315,17,6,3
1316,700,26,2
1317,764,48,2
1318,809,48,2
1319,123,39,3
1320,718,45,2
1321,718,36,2
1322,683,25,1
1323,555,16,2
1324,732,36,2
1325,284,24,3
1326,228,43,1
1327,145,34,2
1328,119,26,1
1330,655,49,3
1331,848,41,2
1332,413,40,3
1333,451,36,2
1334,932,38,2
1335,631,44,3
1336,454,28,2
1337,161,37,3
1338,63,48,3
1339,529,2,1
1340,442,38,2
1341,942,26,1
1343,216,43,2
1344,449,31,2
1345,290,15,3
1346,968,14,3
1347,967,5,1
1348,285,7,2
1349,33,22,1
1350,631,30,2
1351,42,16,1
1352,828,41,3
1353,578,1,3
1354,568,38,1
1355,302,3,3
1356,254,43,2
1357,100,14,2
1358,288,36,3
1359,479,30,1
1360,153,30,2
1361,828,45,1
1362,94,20,3
1363,118,10,3
1364,916,48,1
1365,808,16,2
1366,786,4,3
1367,625,26,2
1368,325,13,3
1369,676,20,2
1370,409,44,1
1371,237,11,3
1372,246,8,1
1373,634,25,2
1374,122,32,2
1375,613,37,3
1376,869,49,2
1377,120,23,1
1378,50,12,2
1379,495,21,2
1380,589,43,2
1381,565,34,3
1382,292,26,3
1383,144,14,1
1384,447,8,1
1385,910,42,1
1386,409,46,2
1387,110,26,2
1388,997,9,3
1389,980,20,1
1390,817,7,2
1391,975,0,1
1392,471,18,2
1393,122,6,1
1394,854,38,2
1395,439,47,2
1396,122,18,2
1397,972,39,3
1398,234,38,2
1399,773,42,3
1400,660,14,1
1401,295,15,2
1402,58,49,2
1403,601,5,1
1404,481,39,1
1405,144,5,1
1406,387,48,2
1407,602,4,2
1408,690,39,1
1409,215,33,1
1410,384,13,3
1411,966,2,3
1412,528,4,2
1413,839,16,2
1414,699,12,1
1415,40,30,1
1417,719,8,3
1418,109,3,2
1419,334,4,1
1420,349,0,2
1421,236,18,2
1422,361,40,1
1423,537,43,1
1424,529,39,3
1425,629,39,3
1426,860,31,1
1427,684,18,3
1428,611,26,2
1429,707,18,2
1430,178,9,2
1431,584,13,1
1432,752,42,2
1433,528,42,2
1434,356,20,3
1435,690,19,2
1436,428,4,1
1437,409,10,3
1438,507,33,2
1439,478,9,3
1440,834,13,2
1441,446,49,2
1442,486,37,1
1443,728,32,3
1444,539,0,1
1445,170,14,2
1446,177,5,2
1447,704,13,2
1448,954,1,3
1449,373,38,3
1450,532,14,1
1451,51,8,1
1452,154,30,3
1453,408,33,2
1454,74,19,1
1456,425,17,1
1457,399,36,3
1458,624,38,3
1459,926,41,3
1460,527,7,3
1461,524,39,1
1462,342,1,2
1463,517,28,3
1464,422,41,1
1465,526,29,2
1466,555,37,3
1467,548,48,2
1469,114,22,3
1470,588,16,2
1471,853,29,1
1472,459,27,1
1474,629,40,2
1475,369,21,3
1476,891,2,2
1477,968,19,3
1478,838,44,3
1479,583,45,3
1480,685,2,2
1481,739,21,2
1482,446,6,2
1483,644,22,3
1484,285,19,2
1485,440,1,1
1486,147,47,1
1487,728,31,2
1488,249,0,3
1489,184,18,1
1490,879,43,3
1491,852,37,1
1492,510,42,1
1493,249,35,2
1494,80,19,2
1495,923,49,2
1496,873,1,2
1497,701,39,2
1498,965,12,3
1499,813,10,3
1500,597,49,2
1501,490,25,3
1502,72,15,3
1503,366,31,1
1505,918,7,2
1506,395,25,2
1507,252,8,3
1508,177,33,1
1509,673,2,2
1510,359,27,1
1511,396,33,3
1512,629,11,2
1513,798,4,2
1514,776,30,2
1515,517,43,1
1516,73,1,3
1517,639,6,2
1518,110,6,2
1519,681,23,2
1520,970,47,3
1521,113,20,1
1522,302,14,2
1523,882,33,3
1524,386,42,3
1525,667,49,1
1526,265,29,1
1527,759,8,3
1528,467,6,3
1529,22,35,3
1530,326,48,1
1531,411,4,3
1532,926,10,3
1533,314,22,3
1534,454,0,1
1535,681,26,2
1536,270,19,1
1537,956,26,3
1538,505,1,3
1539,38,22,2
1540,65,37,3
1541,325,36,1
1542,251,21,3
1543,595,26,1
1544,760,1,2
1545,42,36,2
1546,200,3,1
1547,102,48,1
1548,69,13,3
1549,604,10,2
1550,53,7,2
1551,719,28,1
1552,207,23,1
1553,595,10,1
1554,138,1,1
1555,503,43,3
1556,266,47,3
1557,206,3,3
1558,604,35,2
1559,243,42,1
1560,800,34,1
1561,251,41,3
1562,683,30,1
1563,529,5,2
1564,674,1,2
1565,494,22,1
1566,517,2,1
1567,971,28,3
1568,952,49,2
1569,589,11,1
1570,474,44,3
1571,416,39,2
1572,634,18,2
1573,577,23,3
1574,740,8,3
1575,380,6,1
1576,885,41,1
1577,321,11,2
1578,530,10,3
1579,185,7,3
1580,811,15,3
1581,739,9,1
1582,163,20,1
1583,228,24,3
1584,549,13,3
1585,35,46,1
1586,860,47,1
1587,167,7,3
1588,878,39,3
1589,598,7,2
1590,522,36,1
1591,251,19,1
1592,296,46,1
1593,928,39,2
1594,231,23,2
1595,839,27,1
1596,668,40,1
1597,848,31,2
1598,784,23,3
1599,441,30,1
1600,176,44,2
1601,804,11,2
1602,554,3,3
1604,650,39,1
1605,553,20,1
1606,400,40,2
1607,729,20,1
1608,488,48,1
1609,625,48,2
1610,914,48,3
1611,833,49,3
1612,783,16,2
1613,658,22,2
1614,522,23,3
1615,598,18,1
1617,908,14,2
1618,749,21,3
1619,738,45,3
1620,841,15,3
1621,358,6,1
1622,700,33,2
1623,788,13,3
1624,571,24,3
1625,470,43,3
1626,2,29,1
1627,799,44,3
1628,305,23,3
1629,175,19,3
1630,430,24,1
1631,149,39,3
1632,669,13,1
1633,106,48,3
1634,706,2,3
1635,355,21,3
1636,935,7,1
1637,887,22,2
1638,876,16,1
1639,846,46,3
1640,707,21,3
1641,102,21,1
1642,114,2,1
1643,727,27,2
1644,567,48,3
1646,228,49,2
1647,229,7,3
1648,939,27,3
1649,946,16,1
1650,599,36,3
1651,423,3,1
1652,6,17,1
1653,656,1,2
1654,346,47,1
1655,178,11,1
1656,907,4,2
1657,418,42,2
1658,514,42,2
1659,698,44,2
1660,177,30,2
1661,845,28,1
1662,371,3,1
1663,405,48,2
1664,951,1,3
1665,13,40,1
1666,157,12,2
1667,572,26,3
1668,581,42,3
1669,331,49,2
1670,502,0,1
1671,535,15,3
1672,269,43,1
1673,545,36,1
1674,784,15,1
1675,777,19,2
1676,510,46,2
1677,304,44,3
1678,854,15,3
1679,349,10,1
1680,287,16,3
1681,370,8,3
1682,443,45,3
1683,270,30,2
1684,598,12,3
1685,416,8,3
1686,750,19,1
1688,271,19,2
1689,906,4,3
1690,42,25,3
1691,759,40,2
